dxhy.name,force.mean,torque.mean,force.median,torque.median,force.sd,torque.sd,force.max,torque.max,force.skewness,torque.skewness,force.kurtosis,torque.kurtosis,force.IQR,torque.IQR,force.coefficient_of_variation,torque.coefficient_of_variation,spearman.correlation,pearson.correlation,spectral_density.df,spectral_density.bandwidth,dual.gini,force.gini,torque.gini,force.autocorr.mean,force.autocorr.sd,torque.autocorr.mean,torque.autocorr.sd,RUL
d13h33,287.5177948,20.58929055,318.7003,26.92746,158.0229619,13.19240596,479.3185,479.3185,-0.472334081,-0.461884999,1.873558011,1.576850935,282.3524,25.597707,54.96110668,64.07411625,0.933329394,0.923157607,1.766707292,0.001336459,0.593710464,0.309774332,0.354319874,0.779746801,0.143400863,0.77183726,0.161940081,12
d13h34,278.6285235,19.55866987,298.4559,23.93552,165.978018,13.49643689,497.8286,497.8286,-0.36766937,-0.345468478,1.749130552,1.455775605,309.32635,27.2598925,59.56964344,69.00488111,0.944362855,0.936742798,1.775665245,0.001283001,0.610490869,0.337941347,0.383962451,0.808207104,0.126306274,0.802910004,0.141172952,11
d13h35,288.0122299,19.85003357,300.2326,24.434175,177.7266556,14.04677258,521.113,521.113,-0.289544654,-0.305904281,1.66346148,1.405220577,337.3808,29.3376285,61.70802388,70.76447769,0.948741064,0.941800503,1.702010969,0.001202813,0.617836818,0.350951984,0.393172401,0.817435098,0.120505148,0.816637841,0.133313839,10
d13h36,292.6538503,20.42096254,313.90125,26.262585,170.0982003,13.7854535,513.82,513.82,-0.39002566,-0.381751224,1.730945346,1.467402115,312.613975,27.5092285,58.1226593,67.50638452,0.940685511,0.936490416,1.76770262,0.001283001,0.604762751,0.328452966,0.373595086,0.800919893,0.12954029,0.796730853,0.146032163,9
d13h37,278.1631911,19.48229805,292.21865,24.267955,171.6139382,13.91233354,502.1514,502.1514,-0.324998721,-0.302398117,1.674566765,1.398559316,322.795275,28.5065375,61.69541612,71.41012577,0.949549038,0.940013184,1.71694089,0.001202813,0.617268386,0.350219149,0.396746949,0.819693658,0.118370743,0.818708015,0.13134309,8
d13h38,276.891859,19.92654455,289.9506,24.60039,179.549596,14.62814809,519.6544,519.6544,-0.261149673,-0.252200808,1.598300201,1.356868402,352.4021375,30.91671,64.84466414,73.41035998,0.948019696,0.944099136,1.761730652,0.001202813,0.626063729,0.368564559,0.407901135,0.83205711,0.112177866,0.830271156,0.123766704,7
d13h39,293.3918959,20.81526954,306.3599,26.59502,178.2953101,14.51405872,528.4059,528.4059,-0.324836964,-0.329656627,1.663529736,1.413651623,333.56725,29.586961,60.77035959,69.72794028,0.947055373,0.941341132,1.702010969,0.001202813,0.61282619,0.34462044,0.386458933,0.813629098,0.122147832,0.811651387,0.136229044,6
d13h40,276.6428955,19.74735919,287.1155,23.60308,182.9759736,14.78748269,519.6544,519.6544,-0.228735575,-0.224656813,1.566608425,1.335307604,363.451715,31.747808,66.14157694,74.88334285,0.945682766,0.947667981,1.784125533,0.001202813,0.630800218,0.375997367,0.41598098,0.833304579,0.112210468,0.835747699,0.120095287,5
d13h41,304.8209134,21.72622373,313.2157,27.92477,180.245061,14.69430667,534.2402,534.2402,-0.334830979,-0.373067153,1.693472622,1.447716993,328.7968,29.4207415,59.1314615,67.63396555,0.939934221,0.939533761,1.775665245,0.001283001,0.606977581,0.334915892,0.37374869,0.811333207,0.124156602,0.799567701,0.144338577,4
d13h42,290.3091337,20.97034294,296.1878,25.43149,187.3232695,15.06302638,531.323,531.323,-0.244207471,-0.260902107,1.59287851,1.367228727,371.589225,31.581589,64.52544813,71.83013853,0.946824317,0.945396029,1.761730652,0.001202813,0.624490043,0.36664669,0.399264005,0.837431191,0.10797995,0.829096266,0.123958312,3
d13h43,287.096725,20.61384387,280.3113,22.77199,197.8150678,15.77588538,547.3675,547.3675,-0.141912907,-0.166538097,1.530229628,1.312940435,411.9079975,34.1579765,68.90188935,76.53053689,0.948116773,0.950998452,1.762925046,0.001154701,0.639210757,0.391952147,0.426007407,0.845165453,0.105212156,0.849018835,0.111089872,2
d13h44,312.1460877,22.51445406,300.8753,26.26258,196.3215852,15.71380749,559.0361,559.0361,-0.242650707,-0.276920527,1.586900414,1.389796558,383.0977,31.91402,62.8941361,69.79430836,0.945785161,0.951624722,1.739335771,0.001202813,0.618428613,0.356348941,0.388085097,0.835127173,0.110339818,0.821518177,0.128340719,1
d13h45,281.2314309,26.51900247,265.5689,33.90865,230.7186018,16.45015609,612.1948,612.1948,0.067128498,-0.443516236,1.371225654,1.577193879,526.63947,30.916707,82.03869714,62.03157945,0.836089824,0.757935119,1.749786715,0.00096225,0.656966032,0.461343341,0.344927911,0.898042208,0.071115793,0.833589064,0.114167873,0
d14h1,249.8262565,15.99593199,298.4559,18.94895,127.8065967,9.791052229,410.9737,410.9737,-0.779541649,-0.548642153,2.232377922,1.826444202,191.0568,16.289449,51.15819231,61.20963904,0.853572132,0.848507838,1.700352089,0.001336459,0.585863277,0.279866999,0.340197415,0.725994951,0.175630206,0.714370314,0.201165203,43
d14h2,267.334279,18.44371297,303.6176,22.27333,130.4538294,11.07279792,436.603,436.603,-0.705253529,-0.506186533,2.382989127,1.783175182,175.211875,19.53071875,48.79801791,60.03562262,0.885614855,0.853830767,1.675468888,0.001336459,0.576764295,0.271006837,0.335839869,0.726836646,0.171348216,0.722491042,0.188995553,42
d14h3,266.3168983,18.64643438,301.56085,22.60577,132.043469,11.09181025,435.1791,435.1791,-0.660243485,-0.550491442,2.245415847,1.825123694,202.9994,20.278706,49.58133329,59.48488612,0.891837548,0.878841011,1.791590494,0.001443376,0.578074343,0.27640415,0.331230172,0.709784374,0.183877551,0.716003676,0.195985996,41
d14h4,264.1884952,18.39595482,299.6656,21.94089,142.8371687,11.55944253,452.2653,452.2653,-0.551100374,-0.489984402,2.015767719,1.685423784,231.566825,22.107116,54.06638492,62.83687172,0.915835583,0.898232663,1.72523529,0.001336459,0.593107273,0.303752272,0.349846282,0.756279875,0.15877209,0.75186982,0.174913968,40
d14h5,252.6036942,17.4255335,291.6516,20.94358,147.9684604,12.08756859,442.2984,442.2984,-0.471598049,-0.333817428,1.821685658,1.513617637,254.23705,24.766616,58.5773145,69.36699292,0.920433291,0.913030508,1.735852123,0.001283001,0.608526827,0.329946077,0.389037147,0.799435757,0.132032637,0.791427008,0.149935046,39
d14h6,261.4868823,18.34993738,300.35115,22.60577,146.477189,11.96197404,445.1461,445.1461,-0.515395446,-0.457291378,1.900424965,1.602633047,252.1253,23.769297,56.01703142,65.18809189,0.919192425,0.904612805,1.758412892,0.001336459,0.598799119,0.315024854,0.362147411,0.778172133,0.14555937,0.768153659,0.165567811,38
d14h7,264.9067116,18.69604556,300.8753,22.60577,142.845326,11.92929619,439.4507,439.4507,-0.572961916,-0.471256343,1.973367916,1.621181587,248.1397,23.60308,53.92287917,63.80652075,0.916003316,0.911832441,1.733529691,0.001336459,0.591306979,0.301980307,0.354322628,0.763525671,0.154834326,0.757549495,0.172523745,37
d14h8,255.811019,18.2078595,300.8753,21.94089,134.3522517,11.35882813,436.603,436.603,-0.589784747,-0.471211449,2.082248294,1.750277164,202.1481,20.611139,52.52011904,62.38420357,0.897493042,0.88349003,1.700352089,0.001336459,0.586647109,0.294033597,0.349360918,0.739256022,0.170471319,0.731506797,0.187264447,36
d14h9,257.7650383,18.01021171,297.88885,21.94089,139.9508028,11.59511155,446.5699,446.5699,-0.546759336,-0.433341488,2.023081756,1.662146755,226.950775,22.1902235,54.29394293,64.38076205,0.921165013,0.903479948,1.741824091,0.001336459,0.59364303,0.30486768,0.36070392,0.759214303,0.156998623,0.758132196,0.172460112,35
d14h10,259.8739474,18.32031386,302.2464,22.93821,142.5834908,11.79993463,447.9938,447.9938,-0.54900573,-0.460033146,1.960110515,1.62404472,238.54165,22.7719895,54.86640435,64.40902005,0.92448004,0.907345128,1.750118491,0.001336459,0.594668402,0.307889152,0.35857637,0.77265057,0.148557788,0.761969777,0.168866484,34
d14h11,258.4004243,18.29983199,293.9197,22.60577,141.1124212,11.88753652,440.8745,440.8745,-0.542740584,-0.437356738,1.976523475,1.620164426,234.739,23.104429,54.60998044,64.95981234,0.919595123,0.910210954,1.750118491,0.001336459,0.593860857,0.306718267,0.362747138,0.770331406,0.150041297,0.762670729,0.168786178,33
d14h12,254.9633134,17.97538455,301.60375,21.94089,136.6746824,11.53378206,438.0268,438.0268,-0.608406948,-0.479026101,2.028099757,1.643771376,223.42845,21.85778075,53.60562685,64.16431332,0.923082435,0.904692777,1.741824091,0.001336459,0.590206711,0.299189112,0.356659742,0.761044767,0.155326108,0.753895904,0.173833868,32
d14h13,254.7578924,17.88392046,295.0538,21.60845,145.9523731,11.95850082,450.8415,450.8415,-0.489840613,-0.386982742,1.892125603,1.563299627,240.59095,23.3537555,57.29061883,66.86733395,0.939527647,0.921391134,1.791590494,0.001336459,0.603281139,0.322556797,0.374200769,0.786510222,0.140633074,0.781382332,0.156007405,31
d14h14,256.8166663,18.04996569,297.3218,22.60577,143.2839371,11.89072599,443.7222,443.7222,-0.525203729,-0.437529999,1.922129278,1.560636348,241.1561,23.603084,55.79230475,65.87672346,0.926333165,0.91194457,1.766707292,0.001336459,0.598134791,0.313640761,0.365727903,0.775271085,0.146475098,0.771535287,0.163573003,30
d14h15,261.2630651,18.30455898,296.1878,22.60577,142.936442,11.90931256,445.1461,445.1461,-0.519369855,-0.444601024,1.964577229,1.606826333,233.4318,23.270648,54.70977766,65.06200217,0.939114869,0.920658028,1.750118491,0.001336459,0.594918208,0.308004141,0.362506613,0.768075462,0.152195966,0.766401938,0.167537535,29
d14h16,256.5378121,17.92724,302.24645,22.60577,149.5430608,12.24337928,447.9938,447.9938,-0.46584934,-0.396573517,1.824813058,1.495511329,251.308925,24.932829,58.29279496,68.29483669,0.939631062,0.924786792,1.735852123,0.001283001,0.606682734,0.328568815,0.378936691,0.773061438,0.149953449,0.785313764,0.155282213,28
d14h17,246.4351173,17.29574843,288.2495,21.94089,147.3933268,11.98053521,440.8745,440.8745,-0.486811771,-0.367185106,1.790127699,1.489534383,266.38415,24.84972275,59.81019604,69.2686718,0.932373475,0.915092993,1.76770262,0.001283001,0.611319176,0.335715641,0.385887442,0.791220441,0.137375389,0.794796512,0.148504225,27
d14h18,264.14742,18.62905963,302.932,23.104425,147.011432,11.95010254,452.2653,452.2653,-0.526890177,-0.472865127,1.938817103,1.625383555,255.025925,23.35375225,55.65507017,64.14764235,0.925799718,0.912361864,1.758412892,0.001336459,0.597263973,0.312687573,0.356360774,0.77395911,0.147454319,0.763358755,0.167762292,26
d14h19,252.8097387,17.71054668,288.24955,22.27333,154.0482906,12.37205332,460.8085,460.8085,-0.416136641,-0.346759597,1.76177466,1.474133383,282.807425,25.597705,60.9344764,69.85698154,0.937445109,0.923920057,1.76770262,0.001283001,0.615755111,0.344297675,0.389539658,0.797557083,0.133859858,0.798512561,0.14581163,25
d14h20,252.5735788,18.46859474,293.9197,22.93821,146.6491363,12.36018742,433.7553,433.7553,-0.472010788,-0.410112051,1.814455998,1.542953404,267.17005,24.7666145,58.06194656,66.9254353,0.911564988,0.909352451,1.735852123,0.001283001,0.603150357,0.326910635,0.372402746,0.78044828,0.142814418,0.779089144,0.155827903,24
d14h21,258.6251168,18.41276264,311.8445,23.27064,147.9306984,12.21959995,449.4176,449.4176,-0.515625619,-0.438107238,1.847389773,1.54404994,267.4518,24.600391,57.1988909,66.36483723,0.925834612,0.918202171,1.727889498,0.001283001,0.601607928,0.320840535,0.36747423,0.791111557,0.136898752,0.778851952,0.157867414,23
d14h22,254.0155607,18.20514203,293.9197,22.60577,148.4553734,12.22656625,443.7222,443.7222,-0.483017858,-0.408832522,1.826129384,1.52598099,266.0168,24.6003915,58.443417,67.15996076,0.929647278,0.916542302,1.743814747,0.001283001,0.60568578,0.328793944,0.373027335,0.799455382,0.131148735,0.787540966,0.151544333,22
d14h23,263.0471224,18.93341787,304.98875,24.26796,148.2370597,12.41708794,450.8415,450.8415,-0.520497007,-0.447428473,1.895479419,1.561014656,255.522675,24.7666165,56.35380396,65.58291812,0.924340865,0.915078817,1.775001693,0.001336459,0.59856408,0.316576918,0.363440053,0.782548527,0.141368421,0.772545703,0.16118201,21
d14h24,261.8905339,18.85419194,300.35115,24.26796,146.458091,12.14193658,436.603,436.603,-0.535133935,-0.479291824,1.883140061,1.584645333,260.847825,24.1848485,55.92340008,64.39913534,0.920082129,0.913266462,1.775001693,0.001336459,0.596457235,0.313355398,0.355496317,0.779000036,0.143593339,0.769674704,0.16398441,20
d14h25,271.5404057,19.22364284,313.2157,23.93552,151.4180722,12.469083,459.3846,459.3846,-0.507131805,-0.453667826,1.89460301,1.57269241,270.3925,24.932828,55.76263018,64.86326813,0.937090437,0.923478259,1.766707292,0.001336459,0.597243674,0.313675168,0.35942536,0.778031413,0.144074227,0.772446332,0.161610268,19
d14h26,267.4675578,18.94585995,304.9888,23.93552,153.2359411,12.50827809,472.1993,472.1993,-0.435158464,-0.442733604,1.865663254,1.555736314,257.31765,24.434178,57.29141221,66.02116832,0.943390223,0.923489726,1.783296093,0.001336459,0.602922485,0.32445757,0.36593677,0.784334211,0.141786664,0.779526655,0.158595419,18
d14h27,264.7211711,19.13398837,301.56085,24.26796,145.3913822,12.20940332,430.9076,430.9076,-0.552521218,-0.509132176,1.906147302,1.596544206,253.978025,24.26796,54.92246112,63.81002793,0.912382764,0.913215961,1.758412892,0.001336459,0.59251322,0.306950916,0.350244159,0.773143169,0.145935604,0.763949677,0.168462912,17
d14h28,274.6694652,19.72986742,300.8753,25.09905,152.3500036,12.69108813,475.047,475.047,-0.459541614,-0.44561014,1.891083072,1.58868434,259.597775,24.76661375,55.46666917,64.32424436,0.936238074,0.919460178,1.758412892,0.001336459,0.595838997,0.313721851,0.357753512,0.777372989,0.144587294,0.770416749,0.162795623,16
d14h29,270.5637116,19.23564171,293.9197,25.43149,156.9954904,12.90433632,469.3516,469.3516,-0.427858806,-0.413246333,1.795131614,1.498620855,281.876975,26.42880175,58.02533144,67.08555148,0.947509511,0.93077399,1.735852123,0.001283001,0.60443733,0.328018354,0.371104332,0.7990503,0.131240119,0.789740205,0.15086972,15
d14h30,267.5434894,19.34603058,292.21865,25.09905,152.0270647,12.74544932,453.6892,453.6892,-0.476934582,-0.449497658,1.816656645,1.537240901,272.1592,25.0159375,56.82330935,65.88146991,0.913680518,0.91984545,1.791590494,0.001336459,0.599059335,0.31955337,0.363537515,0.796049035,0.132071821,0.77887927,0.157144219,14
d14h31,278.8458103,19.75155207,308.41665,25.93015,150.295157,12.50661927,477.8947,477.8947,-0.484198326,-0.490645395,1.93804298,1.6248064,255.170175,23.8524055,53.89901927,63.31967853,0.932214913,0.916335748,1.741824091,0.001336459,0.591222625,0.304366905,0.350517332,0.765572276,0.150779205,0.75852631,0.169740473,13
d14h32,268.5212128,18.66765869,310.4734,23.60308,156.6055717,12.93156781,470.7754,470.7754,-0.450587591,-0.363792942,1.790351605,1.457424091,275.0915,26.595017,58.32148977,69.27257466,0.938348639,0.929865799,1.759739996,0.001283001,0.606742783,0.328878139,0.384388588,0.802819318,0.129181956,0.794618203,0.147450062,12
d14h33,265.5301635,19.35509809,295.0538,24.60039,154.538377,13.0613881,469.3516,469.3516,-0.448516136,-0.389522484,1.813441622,1.511667648,262.9666,25.930144,58.19993289,67.48293413,0.935085368,0.923874914,1.759739996,0.001283001,0.603798798,0.328471555,0.375498445,0.781970712,0.142667932,0.789761433,0.151100937,11
d14h34,285.8686874,20.49263277,324.87045,25.93015,159.1970052,13.24276854,496.4047,496.4047,-0.472868016,-0.441272649,1.88104486,1.577449661,266.59215,26.09636225,55.68885723,64.62209464,0.944194819,0.933792162,1.791590494,0.001336459,0.596357588,0.314340024,0.359288119,0.777022487,0.145504489,0.773979883,0.159654533,10
d14h35,285.4035228,20.17340642,311.8445,26.59502,166.1771705,13.65575631,505.0685,505.0685,-0.381038504,-0.382241823,1.794577636,1.490858153,287.4787,27.259896,58.22533963,67.69187129,0.956328239,0.941769577,1.759739996,0.001283001,0.605866458,0.330638218,0.376351416,0.802962813,0.129650134,0.794891486,0.146653684,9
d14h36,286.0633696,20.11990507,309.1022,25.43149,171.1816319,13.82792363,515.2786,515.2786,-0.352981328,-0.358570157,1.735393123,1.450658589,305.855525,27.84166475,59.84045848,68.72757891,0.955169534,0.944645575,1.783627869,0.001283001,0.611233854,0.339934101,0.381265539,0.80339125,0.129957075,0.803641554,0.142522898,8
d14h37,288.6237666,20.40355544,303.6176,25.93015,168.2239002,13.73454522,515.2786,515.2786,-0.381536753,-0.390510157,1.771746426,1.479036104,287.5675,27.592338,58.28483986,67.31447009,0.95201962,0.938637331,1.759739996,0.001283001,0.605732729,0.330676199,0.372836134,0.798408087,0.131887818,0.795076231,0.147816399,7
d14h38,292.7111458,20.77209517,317.3291,25.93015,171.7730155,13.92068224,519.6544,519.6544,-0.358134331,-0.389868184,1.757553414,1.482919417,295.5944,27.59233,58.68345569,67.01626452,0.954947155,0.942265936,1.759739996,0.001283001,0.606756181,0.333376239,0.371576794,0.80705999,0.126894315,0.794499664,0.147282803,6
d14h39,292.2490864,20.97053291,318.0147,27.09368,171.293398,14.04691434,512.3615,512.3615,-0.389692493,-0.399201121,1.728497593,1.480848402,305.655,28.174098,58.61212436,66.98405997,0.939540378,0.94253694,1.76770262,0.001283001,0.60520122,0.331554408,0.370277734,0.807111192,0.126527647,0.793278044,0.147520052,5
d14h40,284.301388,20.35717588,303.6176,25.26527,177.6133789,14.52182256,522.5715,522.5715,-0.324070712,-0.302921209,1.654534309,1.389459929,330.8714,29.919399,62.47362354,71.33515299,0.959962126,0.951167494,1.739335771,0.001202813,0.618589239,0.354500126,0.395736551,0.821885416,0.117855014,0.821691757,0.129660513,4
d14h41,300.4951206,21.51578366,319.38585,26.59502,182.9536056,14.8934992,548.826,548.826,-0.303698611,-0.329897287,1.69737871,1.431863293,328.72605,30.91671275,60.88405203,69.22127231,0.956731777,0.947595585,1.687081048,0.001202813,0.613585966,0.346485607,0.385025934,0.821028238,0.118633925,0.810424734,0.136280368,3
d14h42,303.5788749,21.87791927,310.4734,26.92746,183.8198033,15.01817587,548.826,548.826,-0.302478308,-0.338405514,1.677794309,1.433505108,331.87625,30.750497,60.55092054,68.64535737,0.955561421,0.948402884,1.694546009,0.001202813,0.61153266,0.344143665,0.381123471,0.817992884,0.119900703,0.808984446,0.137324617,2
d14h43,307.1333392,21.82727419,306.3599,25.59771,197.2415269,15.81577798,572.1634,572.1634,-0.204835861,-0.236804173,1.59809691,1.356061592,383.5539,32.578901,64.22016162,72.45878639,0.96439996,0.957800216,1.769195612,0.001202813,0.624307377,0.366038858,0.403465657,0.830447612,0.112784411,0.832572686,0.122021806,1
d14h44,366.3238043,37.89844385,383.14445,41.22228,193.925841,23.33686232,700.0126,700.0126,-0.255576274,-0.113787859,2.058733198,2.245324232,301.557375,35.32151,52.93836728,61.57736296,0.625278888,0.703770531,1.76579159,0.00046188,0.566366189,0.303381132,0.34787665,0.812673492,0.124669307,0.854479741,0.092836057,0
