dxhy.name,force.mean,torque.mean,force.median,torque.median,force.sd,torque.sd,force.max,torque.max,force.skewness,torque.skewness,force.kurtosis,torque.kurtosis,force.IQR,torque.IQR,force.coefficient_of_variation,torque.coefficient_of_variation,spearman.correlation,pearson.correlation,spectral_density.df,spectral_density.bandwidth,dual.gini,force.gini,torque.gini,force.autocorr.mean,force.autocorr.sd,torque.autocorr.mean,torque.autocorr.sd,RUL
d10h17,278.8600728,20.69168752,299.5899,25.93015,168.7456814,14.56497494,500.6928,500.6928,-0.358041359,-0.303816493,1.729518428,1.422725262,312.4766,28.922081,60.51267208,70.39046443,0.940550996,0.937814885,1.694546009,0.001202813,0.610884225,0.343191667,0.392335192,0.799723028,0.131513545,0.807509487,0.137518636,6
d10h18,275.9841646,21.12315462,300.35115,26.262585,160.9940476,14.31686682,506.5271,506.5271,-0.408308558,-0.363850798,1.807813406,1.496198328,281.858975,28.090989,58.3345236,67.77807139,0.923327699,0.92457333,1.783627869,0.001283001,0.601913545,0.330468411,0.37767706,0.80637,0.125204106,0.794573166,0.145305335,5
d10h19,280.5913014,21.03291244,300.8753,27.2599,167.1211255,14.57868246,525.4887,525.4887,-0.359611522,-0.321573665,1.762897458,1.443497335,293.9041,29.4207425,59.5603373,69.31366494,0.937558553,0.93639414,1.694546009,0.001202813,0.607243485,0.338328934,0.386430903,0.809761072,0.124377613,0.804152678,0.139026517,4
d10h20,285.9429597,21.66507048,297.3218,26.59502,173.7482049,15.19905059,524.0301,524.0301,-0.349174511,-0.294380712,1.692586761,1.424928958,319.142,30.584274,60.76323931,70.15463255,0.925511095,0.939150875,1.709475929,0.001202813,0.610145377,0.344267586,0.391410805,0.816140009,0.120222687,0.807886036,0.136639516,3
d10h21,292.082021,23.07919487,308.41665,28.42343,168.9705375,15.5015588,525.4887,525.4887,-0.35111185,-0.345106597,1.778813916,1.503726075,289.15585,30.750496,57.85037263,67.16680927,0.917442226,0.926167167,1.783627869,0.001283001,0.598277993,0.329113564,0.375464773,0.805550587,0.125841777,0.792794403,0.145477272,2
d10h22,300.1666699,23.54184181,314.5868,28.42343,179.1042859,16.06499209,544.4503,544.4503,-0.291143875,-0.303379375,1.673850311,1.454633514,323.7023,31.49847525,59.66827894,68.24016667,0.928031182,0.937492808,1.702010969,0.001202813,0.603951831,0.339131108,0.382078231,0.81751664,0.118473129,0.804471858,0.135109339,1
d10h23,265.6228877,24.12531904,245.1562,27.92477,220.4849468,15.80277917,592.5835,592.5835,0.117827574,-0.262095794,1.423898933,1.570443949,498.13693,30.251841,83.00675769,65.50288163,0.877691336,0.841718377,1.725898842,0.00096225,0.664706612,0.468506479,0.372106366,0.90370169,0.067202737,0.839658156,0.10994733,0
d11h1,235.4643704,15.98016721,280.3113,18.94895,117.4829629,9.849447685,390.0002,390.0002,-0.780027474,-0.453967016,2.336816233,1.820682223,163.2561,17.619203,49.89415713,61.6354482,0.89431566,0.869273433,1.667174487,0.001336459,0.578881841,0.272259677,0.346214493,0.702770833,0.192616652,0.707226659,0.200565572,22
d11h2,247.6087788,17.97669726,291.6516,21.94089,120.8314177,11.02176055,392.7425,392.7425,-0.809360071,-0.521933459,2.377922088,1.742031726,173.1157,20.1124805,48.79932701,61.31137655,0.92047378,0.878507279,1.782632541,0.001443376,0.572526903,0.267279861,0.341135095,0.724385485,0.173466863,0.736938187,0.180200472,21
d11h3,247.916214,18.10699982,291.6516,22.27333,125.8867164,11.0894545,405.2783,405.2783,-0.719689951,-0.539759839,2.173532361,1.741589907,204.4546,20.278702,50.77792791,61.24401947,0.923422245,0.892013951,1.782632541,0.001443376,0.578154129,0.280090437,0.339178134,0.726289782,0.17601373,0.741632537,0.177886739,20
d11h4,244.4466293,17.84082651,291.6516,21.60845,123.6138321,11.12034549,388.6291,388.6291,-0.751964995,-0.517794784,2.20464187,1.707431571,200.7769,20.611139,50.56884296,62.33088747,0.931574886,0.897671416,1.667174487,0.001336459,0.577544238,0.277619917,0.345968318,0.725072913,0.177063364,0.735041588,0.184560417,19
d11h5,244.2092777,17.83861043,287.6825,21.60845,124.2613687,11.13913633,391.3714,391.3714,-0.733701054,-0.480667486,2.18586125,1.712417763,196.1027,20.6942465,50.88314821,62.44396879,0.925080141,0.893974946,1.791590494,0.001443376,0.57878997,0.280245829,0.348676848,0.723972897,0.178135008,0.732119247,0.184715351,18
d11h6,240.2097703,17.4878482,288.2495,20.94358,126.6105454,11.18229757,392.7425,392.7425,-0.682407716,-0.455738507,2.074650591,1.679143613,211.7402,20.943583,52.70832459,63.9432447,0.933667505,0.901834108,1.700352089,0.001336459,0.584770567,0.291306298,0.357323404,0.749278496,0.161805109,0.74855361,0.176288405,17
d11h7,247.6329692,18.50460502,285.9815,21.94089,126.0409127,11.41381163,401.0067,401.0067,-0.697614281,-0.540329365,2.135551302,1.721032284,203.830025,21.69156675,50.89827621,61.68092545,0.927078899,0.902567608,1.675468888,0.001336459,0.577545137,0.281489549,0.340659575,0.731386141,0.172555602,0.735252376,0.185448296,16
d11h8,246.157605,18.24677904,290.5176,22.27333,128.9154606,11.38560491,413.8214,413.8214,-0.633268939,-0.499336037,2.08112466,1.722351988,209.3756,20.611142,52.37110616,62.39788889,0.939246069,0.91245204,1.700352089,0.001336459,0.58330583,0.291664655,0.347614301,0.740413637,0.166510961,0.743584983,0.179864918,15
d11h9,239.5533299,17.53489901,288.2495,21.94089,129.259323,11.30451879,416.6691,416.6691,-0.599902512,-0.491842926,2.028558406,1.638507375,197.7788,21.608458,53.95847475,64.46868491,0.937358201,0.917489415,1.733529691,0.001336459,0.589281865,0.301053845,0.357206725,0.756126181,0.158560707,0.752155947,0.175177633,14
d11h10,241.2286719,17.97002276,285.9815,23.27064,139.8728413,12.22549903,429.4837,429.4837,-0.488861285,-0.376226121,1.84586004,1.527306366,240.5226,24.600399,57.98350594,68.03274093,0.9532022,0.936117516,1.727889498,0.001283001,0.602280404,0.326112795,0.380001647,0.774143839,0.148654621,0.785739661,0.153930171,13
d11h11,256.8156958,19.56193493,295.0538,23.93552,134.6507371,12.07736815,428.0599,428.0599,-0.566499746,-0.510188989,2.006142975,1.692356624,221.7159,22.605772,52.43088303,61.73912854,0.942023069,0.92301155,1.700352089,0.001336459,0.582096929,0.294104214,0.342810802,0.748024562,0.162560244,0.745347284,0.177384545,12
d11h12,252.803833,19.07876118,287.1155,23.60308,140.3436243,12.30705134,443.7222,443.7222,-0.497157778,-0.441167794,1.900436265,1.599649849,232.493425,23.436866,55.51483244,64.50655375,0.942121725,0.929738647,1.741824091,0.001336459,0.593149986,0.312910991,0.359402896,0.775301814,0.146749937,0.765930723,0.164513713,11
d11h13,260.1336943,19.91575215,298.4559,25.26527,137.4642385,12.33180524,446.5699,446.5699,-0.497842989,-0.488642716,2.008345177,1.668458157,222.96515,23.1044205,52.84368827,61.91985694,0.951461296,0.927518341,1.71694089,0.001336459,0.583579926,0.298386836,0.344543663,0.752962774,0.159646401,0.751240821,0.173919196,10
d11h14,265.7834444,19.77220619,303.6176,24.600395,146.4511532,12.87275437,455.1131,455.1131,-0.47871133,-0.424541296,1.910529024,1.583430739,240.912125,25.34838,55.10168385,65.10530106,0.947208695,0.928175873,1.758412892,0.001336459,0.592730859,0.311174298,0.363257668,0.770953935,0.148236211,0.772238718,0.161012208,9
d11h15,274.4859039,20.5003285,315.958,25.93015,152.5984116,13.4803745,470.7754,470.7754,-0.470101533,-0.425085219,1.837076734,1.54570252,263.8784,26.262583,55.59426167,65.75687066,0.947411549,0.944331102,1.766707292,0.001336459,0.593564264,0.313521721,0.365188519,0.779590799,0.143563109,0.775820198,0.159739774,8
d11h16,283.1931964,21.48379005,299.0229,27.426115,162.7064344,14.29086074,507.9857,507.9857,-0.329180857,-0.367890225,1.814132906,1.536551019,277.4403,28.257213,57.45421729,66.51927202,0.962769725,0.947571696,1.791590494,0.001336459,0.599614883,0.327666381,0.372522504,0.791177286,0.137305842,0.786551175,0.15178542,7
d11h17,288.5268606,22.04506611,311.8445,28.58965,167.7740698,14.72440138,499.2524,499.2524,-0.36219759,-0.35318743,1.753024907,1.512219949,294.1706,28.922085,58.14850979,66.7922759,0.957364797,0.950371323,1.727889498,0.001283001,0.601029267,0.33009851,0.373961687,0.801681708,0.13065626,0.790956108,0.147511774,6
d11h18,285.5823561,21.6615837,310.4734,27.2599,167.2314647,14.70154216,505.0685,505.0685,-0.346974127,-0.349047397,1.748824166,1.487209941,289.81015,29.0883,58.55805204,67.86919349,0.958356027,0.950635271,1.743814747,0.001283001,0.60301092,0.332963183,0.379247582,0.80382422,0.128195624,0.796107841,0.145261353,5
d11h19,287.0561569,22.22020048,303.6176,28.25721,169.3476991,14.9585367,513.82,513.82,-0.329810396,-0.351760298,1.738536519,1.493159669,295.6124,29.2545225,58.99462355,67.31953977,0.951957473,0.945477362,1.743814747,0.001283001,0.603212691,0.335767262,0.376292139,0.805648484,0.129140009,0.793045874,0.146415282,4
d11h20,295.0364994,22.506333,313.90125,27.2599,176.9305103,15.58032796,531.323,531.323,-0.298795955,-0.295782885,1.705426607,1.465258589,314.2828,30.99982225,59.96902441,69.22641715,0.961484594,0.955073907,1.783627869,0.001283001,0.607190401,0.341699928,0.388600102,0.815847957,0.121642006,0.807650694,0.136745182,3
d11h21,302.4542045,21.95390075,311.15895,26.096365,177.0560125,15.75039099,524.0301,524.0301,-0.306663647,-0.260117718,1.655553838,1.406933651,345.15375,32.99445025,58.53977556,71.74301812,0.941889329,0.943297704,1.71694089,0.001202813,0.60394589,0.33193801,0.401275808,0.80601185,0.127271873,0.820730925,0.129471928,2
d11h22,287.2612071,24.94904841,276.9092,27.09368,195.8901792,16.43262927,541.5331,541.5331,-0.154107652,-0.23439169,1.521910891,1.502974013,385.565525,31.914025,68.192354,65.86475367,0.918347463,0.920329975,1.762925046,0.001154701,0.624413584,0.387520602,0.372494856,0.840143222,0.109445137,0.825637808,0.119750304,1
d11h23,441.113527,50.53606442,502.1514,57.51173,164.6870334,22.20782013,726.5717,726.5717,-0.828885088,-1.053437711,2.979661395,3.121604599,240.2484,21.94089,37.33438748,43.94449862,0.449231647,0.725049476,1.724704449,0.0007698,0.504101624,0.204994063,0.231989486,0.627214729,0.203256222,0.752882671,0.139678855,0
d12h1,249.9176075,16.2470807,297.88885,19.61383,125.7889899,10.00340147,413.8214,413.8214,-0.780575086,-0.493142071,2.268321915,1.84824542,180.86755,16.45567075,50.33218393,61.57045475,0.88087168,0.857767497,1.692057688,0.001336459,0.582171893,0.275032222,0.344508026,0.71111444,0.186059271,0.712718114,0.198231016,20
d12h2,265.1876507,19.00704829,312.5301,22.93821,142.7530364,12.08113644,453.6892,453.6892,-0.590326764,-0.430536658,1.979193148,1.665255813,239.75885,22.5226555,53.83095177,63.56134974,0.900022754,0.887106509,1.708646489,0.001336459,0.589871019,0.300763218,0.355800755,0.746737772,0.164502784,0.741070167,0.174107771,19
d12h3,266.9599192,18.59543306,309.1022,23.27064,142.4846353,11.6696828,435.1791,435.1791,-0.621488251,-0.503859119,1.990946869,1.682628544,246.6465,21.608457,53.37304407,62.75563876,0.928206251,0.891557716,1.700352089,0.001336459,0.589503329,0.296869077,0.348315743,0.747609258,0.163347686,0.743464945,0.177087151,18
d12h4,268.2590417,18.98910168,309.1022,23.60308,145.7345849,12.13036279,452.2653,452.2653,-0.584695965,-0.462540975,1.944371847,1.622136667,254.1849,24.1017415,54.32606632,63.88065636,0.921493449,0.8974474,1.71694089,0.001336459,0.591841997,0.303285077,0.355179507,0.761739604,0.153749831,0.758632825,0.16998623,17
d12h5,265.6409441,18.71720499,318.0147,23.104425,146.1554462,11.94820225,446.5699,446.5699,-0.560417742,-0.457526828,1.916995577,1.618370198,257.137275,23.1044245,55.01992424,63.83539775,0.934505029,0.900627463,1.72523529,0.001336459,0.594387479,0.307633693,0.355140711,0.764583288,0.152668008,0.759714724,0.169855325,16
d12h6,259.5875407,18.24272066,304.9888,21.60845,144.7903095,11.80668884,439.4507,439.4507,-0.523524244,-0.417732803,1.877975558,1.610079395,260.7239,22.938203,55.77706431,64.72000017,0.928516276,0.908299342,1.733529691,0.001336459,0.597476682,0.313002502,0.362187063,0.770037082,0.150731254,0.765576793,0.165627158,15
d12h7,250.5471856,17.58534214,292.7857,21.77467,148.7756677,12.01212587,440.8745,440.8745,-0.46206637,-0.376556441,1.784647756,1.514832513,268.31895,24.6835085,59.3802989,68.307604,0.924282916,0.905758804,1.791590494,0.001336459,0.609953003,0.334291915,0.380921347,0.768200624,0.154450579,0.786474888,0.154369705,14
d12h8,269.0728801,18.88775739,309.1022,22.60577,137.0094776,11.39782117,433.7553,433.7553,-0.65218318,-0.531136413,2.143177706,1.763606687,221.5999,20.943576,50.91909579,60.34502104,0.92278795,0.8943206,1.667174487,0.001336459,0.581725748,0.28357888,0.335861844,0.724719148,0.176022327,0.731665094,0.184376212,13
d12h9,267.9550223,19.14710477,313.2157,23.93552,137.598292,11.48636672,442.2984,442.2984,-0.628778201,-0.540077718,2.066208758,1.723781695,232.31635,21.608453,51.3512644,59.99009699,0.921186949,0.898559669,1.683763288,0.001336459,0.581739656,0.286332733,0.332221595,0.73638987,0.16880696,0.736720289,0.180077814,12
d12h10,276.620857,19.43620179,310.47335,24.26796,143.2121573,11.86530491,456.5369,456.5369,-0.572978654,-0.544503602,2.049831699,1.72229816,232.134575,22.43955275,51.77200261,61.04744661,0.937391904,0.909538959,1.692057688,0.001336459,0.584559494,0.290455619,0.337673046,0.745047856,0.163949834,0.743192852,0.180125819,11
d12h11,268.8758075,18.93442825,301.72235,22.93821,141.4088937,11.81805038,449.4176,449.4176,-0.59346577,-0.47786155,2.033092015,1.67116036,226.613875,21.940892,52.59264305,62.41567067,0.909810295,0.88681091,1.708646489,0.001336459,0.587199935,0.294329806,0.348042072,0.744137196,0.165706323,0.748452882,0.175783567,10
d12h12,268.621593,19.19242804,303.6176,23.27064,150.0773657,12.68381936,460.8085,460.8085,-0.476730094,-0.399118505,1.885400687,1.540572293,260.4256,24.93283,55.86943477,66.08762233,0.928835042,0.910168645,1.766707292,0.001336459,0.597553061,0.315357563,0.368541348,0.78238447,0.142077041,0.778295861,0.157720605,9
d12h13,286.8182134,20.8401891,320.0714,25.93015,155.419246,13.1385883,486.4378,486.4378,-0.462033974,-0.465494218,1.865728074,1.611156801,269.8402,24.932832,54.18736981,63.04447738,0.934908679,0.914474537,1.733529691,0.001336459,0.59038809,0.305917143,0.350088623,0.768100615,0.149636368,0.763772146,0.165631126,8
d12h14,287.518494,21.05337481,302.9749,25.93015,167.1898307,14.18766896,509.4443,509.4443,-0.35820704,-0.365379,1.76310761,1.494864381,300.186575,28.09098925,58.14924402,67.38904852,0.945430929,0.933281637,1.735852123,0.001283001,0.603557068,0.330488513,0.375694918,0.800518078,0.131972199,0.792823139,0.148956214,7
d12h15,283.2058397,20.84903239,315.95795,26.262585,160.1510656,14.15248526,486.4378,486.4378,-0.489169288,-0.370683974,1.855290615,1.486494817,280.092325,28.423427,56.54935145,67.88077738,0.921188858,0.913883098,1.735852123,0.001283001,0.598096746,0.318378478,0.377772014,0.773611413,0.146746392,0.78946925,0.151648536,6
d12h16,295.5241967,22.11688841,310.4734,26.92746,173.6790338,15.0557816,526.9473,526.9473,-0.344787204,-0.328058254,1.759420956,1.488382837,297.5345,29.586965,58.7698184,68.07368797,0.948026294,0.933397265,1.759739996,0.001283001,0.604434282,0.334344557,0.381542473,0.803416553,0.128849461,0.800284504,0.142748803,5
d12h17,285.4019262,21.42055493,302.932,25.76393,181.2207851,15.46458714,528.4059,528.4059,-0.264410526,-0.250238712,1.638855337,1.398129333,342.564775,31.4153695,63.49669307,72.19508174,0.950910842,0.938741967,1.71694089,0.001202813,0.619984998,0.36169011,0.404232824,0.819505468,0.120518135,0.822318461,0.129114133,4
d12h18,293.8855203,22.56605158,292.7857,26.4288,182.1667699,15.83005443,541.5331,541.5331,-0.264965148,-0.27013513,1.662174679,1.430376229,330.12345,32.1633485,61.98562275,70.14986372,0.94784417,0.936721758,1.687081048,0.001202813,0.613471688,0.35324596,0.393415933,0.821806793,0.118400977,0.814582178,0.133239164,3
d12h19,284.9398111,21.86234132,284.8474,25.26527,186.7545806,16.11901603,544.4503,544.4503,-0.211267373,-0.189313404,1.613661979,1.384086878,356.6256,32.911341,65.54176473,73.72959644,0.95219181,0.943138094,1.769195612,0.001202813,0.625959977,0.373873392,0.414443127,0.830363219,0.113757398,0.836145998,0.118670638,2
d12h20,307.0253373,23.8541927,304.9888,27.92477,194.9827874,16.62511234,567.7876,567.7876,-0.223943308,-0.240632537,1.623411795,1.426952617,369.493,32.578897,63.50706723,69.69471803,0.952496495,0.942340992,1.739335771,0.001202813,0.617658359,0.36206839,0.392221639,0.835961243,0.109080467,0.823715325,0.12601481,1
d12h21,276.1942451,28.33603494,263.3008,36.23572,224.1644724,18.19555941,606.0321,606.0321,0.104303352,-0.28184093,1.42726378,1.578977205,502.63311,33.4099985,81.16189108,64.21349864,0.833665026,0.778735745,1.737842779,0.00096225,0.64892706,0.458443688,0.363880728,0.89909144,0.069728813,0.840911818,0.110184354,0
d13h1,252.4978057,15.99670659,293.9197,18.61651,122.9974267,9.760350577,430.9076,430.9076,-0.802808343,-0.47419412,2.399747157,1.877427858,171.3669,17.286759,48.71227549,61.01475026,0.862382667,0.844388597,1.667174487,0.001336459,0.578622634,0.265502572,0.342378274,0.686546782,0.201627777,0.704555921,0.207498308,44
d13h2,267.5945215,17.75348674,313.2157,22.93821,137.9435875,10.89334643,439.4507,439.4507,-0.674131059,-0.569214236,2.092302867,1.703049762,220.35075,20.112488,51.54948118,61.35891269,0.895223676,0.890234739,1.683763288,0.001336459,0.586074041,0.285837233,0.336567572,0.732378529,0.172302745,0.728150306,0.189219663,43
d13h3,264.1330914,17.80023162,311.15895,21.77467,134.9872103,10.84080201,423.7883,423.7883,-0.654955806,-0.529121936,2.115274775,1.74294752,220.84895,19.613824,51.10575491,60.90258961,0.896029683,0.882703287,1.675468888,0.001336459,0.584300393,0.284218456,0.338337229,0.729082557,0.174820588,0.728022235,0.18933431,42
d13h4,262.4902434,17.43772588,306.3599,22.27333,140.3012367,11.14648358,435.1791,435.1791,-0.635893572,-0.501828919,1.995354223,1.636509169,245.21145,21.27602,53.45007681,63.92165847,0.91834192,0.900962021,1.71694089,0.001336459,0.592158844,0.296511963,0.353214935,0.751356805,0.161534394,0.7524433,0.177270101,41
d13h5,260.5660485,17.59163362,304.9888,22.27333,134.8638177,11.03361106,416.6691,416.6691,-0.668171524,-0.525328299,2.095700424,1.69598882,217.1088,21.276013,51.75801623,62.72078702,0.894702516,0.885303071,1.700352089,0.001336459,0.586140819,0.287166257,0.347230916,0.73956864,0.167586949,0.740010996,0.185684355,40
d13h6,263.1607392,17.4797399,302.2464,21.27602,136.7291568,10.97765162,429.4837,429.4837,-0.642915102,-0.513817747,2.085738957,1.696719947,221.8438,20.611145,51.95651798,62.80214512,0.914764785,0.897455678,1.700352089,0.001336459,0.588047117,0.289369156,0.348474333,0.73902119,0.168594625,0.740653024,0.183363979,39
d13h7,265.6300439,17.79682763,306.3599,22.60577,135.7982222,11.00086774,432.3314,432.3314,-0.690935539,-0.548493878,2.097544145,1.708039046,220.131425,20.0293765,51.12306584,61.81364435,0.903440126,0.890383974,1.692057688,0.001336459,0.583893636,0.28260822,0.340852122,0.739742692,0.166772308,0.734642536,0.186391381,38
d13h8,265.7794737,17.74305102,313.2157,22.43955,136.1155649,11.07418537,443.7222,443.7222,-0.671774735,-0.53792436,2.107598273,1.694748559,218.60335,20.4449245,51.21372353,62.41421135,0.912649088,0.900277744,1.692057688,0.001336459,0.585044319,0.284221961,0.344571647,0.729356224,0.173182206,0.736383602,0.187551308,37
d13h9,271.8077131,18.15341696,315.958,22.27333,136.1004098,11.05614097,433.7553,433.7553,-0.676328974,-0.571905553,2.13916403,1.74161182,228.2058,20.278699,50.07231334,60.90391133,0.911025351,0.894026886,1.667174487,0.001336459,0.581209414,0.277904149,0.335221675,0.724471754,0.176626403,0.725578423,0.192471841,36
d13h10,264.5844968,17.78460945,303.6176,22.60577,134.0676986,11.08449902,433.7553,433.7553,-0.682546137,-0.545410685,2.124552406,1.701031145,212.6235,20.611145,50.67103334,62.32635612,0.914035757,0.897356915,1.700352089,0.001336459,0.582636343,0.280934404,0.343687378,0.728883051,0.172983111,0.736771546,0.187529467,35
d13h11,268.5549881,18.19936894,311.15895,22.60577,144.5862818,11.66649287,447.9938,447.9938,-0.566372929,-0.493282096,1.948766033,1.622359779,256.01595,22.77199175,53.83861339,64.10383188,0.922605348,0.916858474,1.72523529,0.001336459,0.593018658,0.301208344,0.354294452,0.75432411,0.160480464,0.754300876,0.175823482,34
d13h12,270.0732743,18.32764867,309.7878,22.43955,138.9532484,11.45193846,460.8085,460.8085,-0.622610389,-0.539864695,2.059956659,1.689477718,230.16665,21.8577855,51.45020318,62.48449361,0.926723552,0.907780883,1.708646489,0.001336459,0.584968739,0.287126487,0.344715769,0.742979722,0.165252698,0.744068967,0.182449874,33
d13h13,267.6985273,18.2935749,306.35995,23.104425,143.7458487,11.73737377,456.5369,456.5369,-0.552526218,-0.504040002,1.944429759,1.624589713,243.15765,23.02131775,53.69691427,64.16118133,0.919827866,0.908097749,1.741824091,0.001336459,0.592078232,0.301170596,0.353956723,0.7582902,0.156340119,0.756900914,0.173212496,32
d13h14,269.2484146,18.69962425,305.67435,23.27064,142.5667259,11.72482058,446.5699,446.5699,-0.559355413,-0.520728905,1.982425935,1.657939672,247.56165,23.02131225,52.94988501,62.70083517,0.913953476,0.903809272,1.72523529,0.001336459,0.588958956,0.297046374,0.34630917,0.752157367,0.158855818,0.751627193,0.175836893,31
d13h15,272.5252421,18.71036079,310.4734,23.60308,145.9082662,11.96297131,457.9608,457.9608,-0.556752253,-0.508478272,1.946904115,1.607925976,251.7576,23.60308,53.53935843,63.93768374,0.918670549,0.912847732,1.733529691,0.001336459,0.591285321,0.300049917,0.351611794,0.758477032,0.15597606,0.756434303,0.174158641,30
d13h16,269.3794807,18.35992449,315.95795,23.7693,138.0714885,11.46705855,428.0599,428.0599,-0.667983222,-0.548830879,2.0869469,1.673081356,227.0845,21.608455,51.25538446,62.45700279,0.903654325,0.8981677,1.708646489,0.001336459,0.583654246,0.284060774,0.343080613,0.741822735,0.164237749,0.740954848,0.182657628,29
d13h17,260.7312229,18.36191613,309.1022,22.60577,132.8796285,11.27718284,425.2122,425.2122,-0.665961704,-0.537814881,2.13354068,1.727990004,211.874,20.611142,50.96421786,61.41615484,0.906773751,0.888477295,1.700352089,0.001336459,0.581513195,0.283306737,0.340450148,0.730946395,0.17219533,0.734279177,0.185549725,28
d13h18,272.1026339,18.73593395,311.8445,22.60577,140.1997732,11.56576322,456.5369,456.5369,-0.616777334,-0.526259366,2.098639329,1.716796126,224.031425,21.1929125,51.52459246,61.73037999,0.906900565,0.89034064,1.708646489,0.001336459,0.585079762,0.288094343,0.342499353,0.741435697,0.165958015,0.739151696,0.181863412,27
d13h19,271.8571909,18.71560642,311.8445,23.60308,144.8206817,11.81862315,456.5369,456.5369,-0.588141127,-0.520367554,2.008768026,1.662246653,238.206225,23.0213145,53.27086666,63.14849159,0.920476123,0.902559713,1.72523529,0.001336459,0.590657873,0.298114296,0.348680451,0.750357299,0.16075526,0.751240165,0.176837712,26
d13h20,267.5783171,18.55258443,318.7003,22.93821,139.7830694,11.71961287,433.7553,433.7553,-0.618264826,-0.524642638,2.007233536,1.656069306,234.93515,22.0240045,52.2400585,63.16970508,0.8977414,0.898523408,1.72523529,0.001336459,0.586104044,0.290715543,0.347971231,0.751402815,0.158801511,0.745807815,0.17938619,25
d13h21,273.0768381,18.96180027,313.2157,24.26796,142.6978906,11.89351261,445.1461,445.1461,-0.625394205,-0.5187789,2.041888757,1.665951799,238.25745,21.7746705,52.25558182,62.72354127,0.905859922,0.903187729,1.71694089,0.001336459,0.586381868,0.291119185,0.346403037,0.750395106,0.160144525,0.743132403,0.179245235,24
d13h22,269.5372584,18.80782325,300.2326,23.27064,150.4157656,12.18465736,460.8085,460.8085,-0.489963288,-0.464891438,1.89140519,1.598314006,260.75935,23.1044245,55.80518496,64.7850482,0.9233483,0.911427159,1.758412892,0.001336459,0.598343777,0.314626849,0.359096213,0.77463472,0.14786872,0.765563301,0.166887752,23
d13h23,263.2459074,18.46876486,298.45585,22.93821,150.6663793,12.37320328,455.1131,455.1131,-0.474287223,-0.421044502,1.847354944,1.528027545,269.4273,24.76661275,57.23408229,66.99529382,0.930294523,0.915034716,1.791590494,0.001336459,0.603002367,0.322697855,0.371391966,0.781218812,0.143260287,0.781449008,0.15779848,22
d13h24,266.3570413,18.74137418,303.6176,23.60308,147.6925513,12.3065941,462.2323,462.2323,-0.506468832,-0.450877436,1.889700729,1.557135205,254.214,24.600398,55.44908839,65.66537745,0.931196904,0.916047405,1.766707292,0.001336459,0.59676681,0.312041039,0.363184313,0.7785666,0.144376698,0.772865135,0.163206478,21
d13h25,271.1889442,19.18389647,313.90125,24.267955,141.9525289,12.02408384,436.603,436.603,-0.619164762,-0.522566836,2.01171449,1.641274757,239.3565,22.6888765,52.3445118,62.67800632,0.910746415,0.908250662,1.72523529,0.001336459,0.585318031,0.291385989,0.344837259,0.754654203,0.158027095,0.74994705,0.176716533,20
d13h26,267.5842218,18.94422586,310.4734,24.26796,143.8193955,12.13181943,447.9938,447.9938,-0.576307713,-0.483401724,1.97843512,1.603918741,241.7442,23.4368625,53.74733775,64.03966844,0.926080936,0.913132259,1.750118491,0.001336459,0.590640159,0.300877823,0.354282741,0.759495266,0.155206058,0.761015257,0.168977091,19
d13h27,269.4143983,19.08851336,299.6656,23.7693,148.3136693,12.31957011,452.2653,452.2653,-0.515945789,-0.464031137,1.907710854,1.601221247,245.586225,24.01863225,55.05038715,64.53918058,0.926018522,0.913510255,1.758412892,0.001336459,0.594922073,0.309635527,0.357940704,0.769782665,0.149603628,0.767165343,0.166436508,18
d13h28,264.6522617,18.69288508,291.6516,23.93552,157.5430855,13.06547331,460.8085,460.8085,-0.426872019,-0.356956072,1.749706042,1.443179912,287.01655,26.927455,59.52833522,69.89543486,0.926067856,0.926201666,1.76770262,0.001283001,0.610018416,0.33599954,0.387601364,0.812039142,0.124106999,0.798259249,0.145246399,17
d13h29,271.259787,19.44051899,317.3291,25.59771,145.3456981,12.41205522,449.4176,449.4176,-0.56622194,-0.494862457,1.951269494,1.596975693,248.65175,23.436866,53.58173423,63.84631619,0.91209488,0.915356315,1.750118491,0.001336459,0.588941712,0.299896482,0.351715686,0.764655607,0.15147288,0.758593077,0.170446395,16
d13h30,269.5309349,19.01877971,295.0538,24.26796,152.977937,12.88195776,470.7754,470.7754,-0.453057891,-0.394823686,1.84405048,1.490351991,261.39565,25.7639225,56.75709803,67.73283018,0.9422427,0.928150799,1.743814747,0.001283001,0.600979666,0.320763459,0.375556106,0.790431683,0.136237963,0.7892663,0.151379733,15
d13h31,274.9644135,19.23888663,298.4559,24.93283,157.6591829,12.95150561,486.4378,486.4378,-0.400953144,-0.405199367,1.819842673,1.501931985,272.4214,25.763925,57.33803183,67.31941332,0.949260393,0.932391895,1.743814747,0.001283001,0.603466914,0.325323507,0.373313788,0.791515127,0.136036652,0.789757917,0.151575205,14
d13h32,271.2866782,19.25157511,300.8753,25.59771,160.7383751,13.27533335,485.0139,485.0139,-0.400716616,-0.369532668,1.772991699,1.451225952,285.5747,26.595021,59.25037536,68.95712828,0.940903048,0.931518402,1.775665245,0.001283001,0.609070759,0.335606369,0.382077089,0.790903071,0.137173166,0.797830172,0.146377029,13
